"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"all","","Amy's","Exp","AOI2","","",8,"2_plates","1_spoon","BoyAllAmyKnives","33-33",3,"AOI8","3_forks","big",80,"","all","boy","","['AOI10', 'AOI7', 'AOI7', 'AOI8']","","","2_spoons","undefined","3_knives","girl",9.50193333333333,"Click on the boy that has all of Amy's knives","1_plate","","girl","boy",2,"","",14,"[439, 1743, 2326, 3559]",7,"boy","3_knives",1,"","","","kitchenwares","list3"
"all","","Amy's","Exp","AOI1","","",7,"3_forks","1_fork","BoyAllAmySpoons","44-22",3,"AOI7","2_plates","small",80,"","all","boy","","['AOI8', 'AOI8', 'AOI9', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",9.50193333333333,"Click on the boy that has all of Amy's spoons","1_knife","","girl","boy",1,"","",32,"[488, 1152, 3712, 6248]",8,"boy","3_knives",2,"","","","kitchenwares","list3"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",3,"AOI7","3_oranges","small",80,"","one","boy","","['AOI7', 'AOI8', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",9.50193333333333,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[488, 2656, 3864, 4712]",8,"boy","3_pears",2,"","","","fruit","list3"
"all","","Michael's","Exp","AOI1","","",7,"2_scissors","1_pencil","BoyAllMichaelRulers","44-22",3,"AOI7","3_pencils","small",80,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_rulers","undefined","2_rulers","girl",9.50193333333333,"Click on the boy that has all of Michael's rulers","1_eraser","","girl","boy",1,"","",27,"[447, 1207, 2639, 4367]",8,"boy","3_erasers",2,"","","","stationeries","list3"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",3,"AOI10","1_pear","small",80,"","one","girl","","['AOI7', 'AOI7', 'AOI9', 'AOI10']","","","3_bananas","undefined","1_pear","girl",9.50193333333333,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[359, 958, 2807, 3719]",9,"boy","3_oranges",3,"","","","fruit","list3"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",3,"AOI10","4_plates","big",80,"","four","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",9.50193333333333,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[1072, 2536, 3608, 4816]",9,"boy","3_forks",3,"","","","kitchenwares","list3"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",81,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI9', 'AOI7', 'AOI7', 'AOI7']","Fruit_residue","some","2_apples","undefined","","girl",11.4384833333333,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list3"
"","2_pears","Susan","Prac","AOI2","pears","BoyAllSusanpears",NA,"3_apples","1_apple","","44-22",NA,"AOI8","2_oranges","",81,"D4_bananas","","","Click on the boy that has all of Susan's pears","['AOI10', 'AOI8', 'AOI8', 'AOI8']","Slience","all","3_bananas","undefined","","girl",11.4384833333333,"","1_banana","D2_oranges","girl","boy",2,"small","all",2,"",NA,"boy","2_pears",1,"D2_pears","boy","Fruit_Susan_Tuesday","fruit","list3"
"","3_erasers","Michael","Prac","AOI3","erasers","GirlAllMichaelerasers",NA,"3_erasers","1_pencil","","33-33",NA,"AOI9","2_rulers","",81,"D3_erasers","","","Click on the girl that has all of Michael's erasers","['AOI8', 'AOI10', 'AOI10', 'AOI9']","Residue_stationary","all","3_scissors","undefined","","girl",11.4384833333333,"","1_ruler","D3_rulers","girl","boy",3,"big","all",3,"",NA,"boy","2_pencils",4,"D3_pencils","girl","Stationary_Michael_Monday","office supplies","list3"
"","2_rulers","Michael","Prac","AOI4","rulers","GirlTwoMichaelrulers",NA,"3_erasers","1_pencil","","44-22",NA,"AOI10","2_rulers","",81,"D4_erasers","","","Click on the girl that has two of Michael's rulers","['AOI8', 'AOI10', 'AOI10', 'AOI10']","Residue_stationary","num","3_pencils","undefined","","girl",11.4384833333333,"","1_eraser","D2_rulers","girl","boy",4,"small","two",4,"",NA,"boy","2_scissors",3,"D4_pencils","girl","Stationary_Michael_Tuesday","office supplies","list3"
"","3_spoons","Amy","Prac","AOI1","spoons","BoyThreeAmyspoons",NA,"3_plates","1_fork","","33-33",NA,"AOI7","2_forks","",81,"D3_spoons","","","Click on the boy that has three of Amy's spoons","['AOI10', 'AOI8', 'AOI10', 'AOI8']","Slience","num","3_spoons","undefined","","girl",11.4384833333333,"","1_knife","D3_knives","girl","boy",1,"big","three",5,"",NA,"boy","2_knives",2,"D3_forks","boy","kitchware_Amy_Tuesday","kitchenwares","list3"
"","3_knives","Amy","Prac","AOI3","knives","GirlSomeAmyknives",NA,"3_knives","1_fork","","44-22",NA,"AOI9","2_plates","",81,"D2_spoons","","","Click on the girl that has some of Amy's knives","['AOI7', 'AOI10', 'AOI10', 'AOI9']","Residue_kitchen","some","2_spoons","undefined","","girl",11.4384833333333,"","1_knife","D4_knives","girl","boy",3,"big","some",6,"",NA,"boy","3_forks",4,"D4_forks","girl","kitchware_Amy_Monday","kitchenwares","list3"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",3,"AOI7","3_spoons","small",81,"","one","boy","","['AOI7', 'AOI7', 'AOI10', 'AOI9']","","","1_plate","undefined","1_plate","girl",11.4384833333333,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[3429, 6579, 10579, 16054]",8,"boy","3_knives",2,"","","","kitchenwares","list3"
"all","","Amy's","Exp","AOI2","","",8,"2_plates","1_spoon","BoyAllAmyKnives","33-33",3,"AOI8","3_forks","big",81,"","all","boy","","['AOI9', 'AOI8', 'AOI7', 'AOI10']","","","2_spoons","undefined","3_knives","girl",11.4384833333333,"Click on the boy that has all of Amy's knives","1_plate","","girl","boy",2,"","",14,"[4123, 5973, 7483, 11123]",7,"boy","3_knives",1,"","","","kitchenwares","list3"
"some","","Michael's","Exp","AOI3","","",9,"3_scissors","1_eraser","GirlSomeMichaelScissors","44-22",3,"AOI9","2_pencils","big",81,"","some","girl","","['AOI7', 'AOI10', 'AOI8', 'AOI7']","","","3_erasers","undefined","3_scissors","girl",11.4384833333333,"Click on the girl that has some of Michael's scissors","1_scissor","","girl","boy",3,"","",25,"[4699, 9659, 15809, 18639]",10,"boy","2_rulers",4,"","","","stationeries","list3"
"all","","Michael's","Exp","AOI1","","",7,"2_scissors","1_pencil","BoyAllMichaelRulers","44-22",3,"AOI7","3_pencils","small",81,"","all","boy","","['AOI2', 'AOI7', 'AOI9', 'AOI7']","","","2_rulers","undefined","2_rulers","girl",11.4384833333333,"Click on the boy that has all of Michael's rulers","1_eraser","","girl","boy",1,"","",27,"[2748, 5209, 6619, 9489]",8,"boy","3_erasers",2,"","","","stationeries","list3"
"all","","Michael's","Exp","AOI3","","",9,"3_scissors","1_pencil","GirlAllMichaelScissors","33-33",3,"AOI9","2_pencils","big",81,"","all","girl","","['AOI7', 'AOI10', 'AOI9', 'AOI9']","","","3_rulers","undefined","3_scissors","girl",11.4384833333333,"Click on the girl that has all of Michael's scissors","1_eraser","","girl","boy",3,"","",10,"[2319, 4269, 7739, 10918]",10,"boy","2_erasers",4,"","","","stationeries","list3"
"all","","Amy's","Exp","AOI2","","",8,"3_spoons","1_spoon","BoyAllAmyForks","44-22",3,"AOI8","2_knives","small",81,"","all","boy","","['AOI8', 'AOI7', 'AOI8', 'AOI8']","","","3_plates","undefined","2_forks","girl",11.4384833333333,"Click on the boy that has all of Amy's forks","1_plate","","girl","boy",2,"","",31,"[3500, 6710, 9319, 11450]",7,"boy","2_forks",1,"","","","kitchenwares","list3"
"some","","Amy's","Exp","AOI1","","",7,"2_knives","1_spoon","BoySomeAmySpoons","33-33",3,"AOI7","3_plates","small",81,"","some","boy","","['AOI10', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",11.4384833333333,"Click on the boy that has some of Amy's spoons","1_knife","","girl","boy",1,"","",17,"[2301, 4521, 6389, 8340]",8,"boy","3_forks",2,"","","","kitchenwares","list3"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",3,"AOI7","3_oranges","small",81,"","one","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",11.4384833333333,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[2063, 4630, 6259, 7960]",8,"boy","3_pears",2,"","","","fruit","list3"
"four","","Michael's","Filler","AOI1","","",7,"2_rulers","1_pencil","BoyFourMichaelScissors","44-22",3,"AOI7","3_erasers","big",81,"","four","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","4_scissors","undefined","4_scissors","girl",11.4384833333333,"Click on the boy that has four of Michael's scissors","1_eraser","","girl","boy",1,"","",43,"[2529, 3569, 4559, 5659]",8,"boy","1_pencil",2,"","","","stationeries","list3"
"two","","Amy's","Exp","AOI3","","",9,"2_knives","1_spoon","GirlTwoAmyKnives","33-33",3,"AOI9","3_forks","small",81,"","num","girl","","['AOI8', 'AOI8', 'AOI9', 'AOI9']","","","2_spoons","undefined","2_knives","girl",11.4384833333333,"Click on the girl that has two of Amy's knives","1_knife","","girl","boy",3,"","",15,"[3689, 4959, 6409, 7609]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"two","","Michael's","Exp","AOI2","","",8,"3_scissors","1_pencil","BoyTwoMichaelErasers","44-22",3,"AOI8","2_rulers","small",81,"","num","boy","","['AOI10', 'AOI10', 'AOI7', 'AOI8']","","","3_pencils","undefined","2_erasers","girl",11.4384833333333,"Click on the boy that has two of Michael's erasers","1_scissor","","girl","boy",2,"","",29,"[2249, 3199, 5209, 7018]",7,"boy","2_erasers",1,"","","","stationeries","list3"
"all","","Michael's","Exp","AOI2","","",8,"2_erasers","1_ruler","BoyAllMichaelPencils","44-22",3,"AOI8","3_rulers","small",81,"","all","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",11.4384833333333,"Click on the boy that has all of Michael's pencils","1_scissor","","girl","boy",2,"","",28,"[1619, 2510, 3390, 4869]",7,"boy","2_pencils",1,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI1","","",7,"2_bananas","1_apple","BoySomeSusanApples","33-33",3,"AOI7","3_oranges","small",81,"","some","boy","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_apples","undefined","2_apples","girl",11.4384833333333,"Click on the boy that has some of Susan's apples","1_banana","","girl","boy",1,"","",3,"[2550, 3450, 3460, 4270]",8,"boy","3_pears",2,"","","","fruit","list3"
"some","","Michael's","Exp","AOI3","","",9,"2_erasers","1_eraser","GirlSomeMichaelErasers","33-33",3,"AOI9","3_rulers","small",81,"","some","girl","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_scissors","undefined","2_erasers","girl",11.4384833333333,"Click on the girl that has some of Michael's erasers","1_scissor","","girl","boy",3,"","",8,"[2899, 3520, 4159, 4899]",10,"boy","3_pencils",4,"","","","stationeries","list3"
"one","","Michael's","Filler","AOI2","","",8,"3_pencils","2_scissors","BoyOneMichaelRulers","33-33",3,"AOI8","3_scissors","small",81,"","one","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_erasers","undefined","1_ruler","girl",11.4384833333333,"Click on the boy that has one of Michael's rulers","0","","girl","boy",2,"","",40,"[2939, 3608, 4248, 4959]",7,"boy","1_ruler",1,"","","","stationeries","list3"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",3,"AOI8","3_knives","small",81,"","one","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_forks","undefined","1_spoon","girl",11.4384833333333,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[3430, 4099, 4720, 5240]",7,"boy","1_spoon",1,"","","","kitchenwares","list3"
"some","","Amy's","Exp","AOI2","","",8,"3_spoons","1_plate","BoySomeAmyPlates","33-33",3,"AOI8","2_forks","small",81,"","some","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_knives","undefined","2_plates","girl",11.4384833333333,"Click on the boy that has some of Amy's plates","1_fork","","girl","boy",2,"","",18,"[631, 1810, 2445, 3180]",7,"boy","2_plates",1,"","","","kitchenwares","list3"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",3,"AOI10","4_pencils","big",81,"","four","girl","","['AOI7', 'AOI7', 'AOI7', 'AOI10']","","","1_ruler","undefined","4_pencils","girl",11.4384833333333,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[2720, 3319, 3770, 6390]",9,"boy","2_erasers",3,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI4","","",10,"3_bananas","1_orange","GirlSomeSusanOranges","33-33",3,"AOI10","2_oranges","small",81,"","some","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","2_pears","undefined","2_oranges","girl",11.4384833333333,"Click on the girl that has some of Susan's oranges","1_pear","","girl","boy",4,"","",4,"[749, 1868, 2479, 3309]",9,"boy","3_apples",3,"","","","fruit","list3"
"three","","Michael's","Exp","AOI2","","",8,"2_rulers","1_ruler","BoyThreeMichaelPencils","33-33",3,"AOI8","3_scissors","big",81,"","num","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_erasers","undefined","3_pencils","girl",11.4384833333333,"Click on the boy that has three of Michael's pencils","1_eraser","","girl","boy",2,"","",11,"[2450, 2960, 3340, 3749]",7,"boy","3_pencils",1,"","","","stationeries","list3"
"three","","Susan's","Exp","AOI4","","",10,"2_pears","1_banana","GirlThreeSusanBananas","44-22",3,"AOI10","3_bananas","big",81,"","num","girl","","['AOI7', 'AOI8', 'AOI9', 'AOI9']","","","3_oranges","undefined","3_bananas","girl",11.4384833333333,"Click on the girl that has three of Susan's bananas","1_orange","","girl","boy",4,"","",19,"[890, 2643, 5920, 7040]",9,"boy","2_apples",3,"","","","fruit","list3"
"all","","Susan's","Exp","AOI4","","",10,"3_oranges","1_apple","GirlAllSusanBananas","44-22",3,"AOI10","2_bananas","small",81,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","2_bananas","girl",11.4384833333333,"Click on the girl that has all of Susan's bananas","1_orange","","girl","boy",4,"","",23,"[14, 1338, 2229, 3139]",9,"boy","2_pears",3,"","","","fruit","list3"
"all","","Susan's","Exp","AOI4","","",10,"2_apples","1_apple","GirlAllSusanPears","33-33",3,"AOI10","3_pears","big",81,"","all","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","2_oranges","undefined","3_pears","girl",11.4384833333333,"Click on the girl that has all of Susan's pears","1_orange","","girl","boy",4,"","",6,"[1748, 4128, 4718, 5519]",9,"boy","3_bananas",3,"","","","fruit","list3"
"some","","Michael's","Exp","AOI4","","",10,"2_erasers","1_pencil","GirlSomeMichaelRulers","44-22",3,"AOI10","3_rulers","big",81,"","some","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","3_pencils","undefined","3_rulers","girl",11.4384833333333,"Click on the girl that has some of Michael's rulers","1_ruler","","girl","boy",4,"","",26,"[669, 1741, 2325, 2919]",9,"boy","2_scissors",3,"","","","stationeries","list3"
"two","","Susan's","Exp","AOI4","","",10,"3_apples","1_apple","GirlTwoSusanOranges","44-22",3,"AOI10","2_oranges","small",81,"","num","girl","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_pears","undefined","2_oranges","girl",11.4384833333333,"Click on the girl that has two of Susan's oranges","1_pear","","girl","boy",4,"","",20,"[2370, 3200, 3830, 4400]",9,"boy","2_bananas",3,"","","","fruit","list3"
"two","","Susan's","Exp","AOI1","","",7,"2_apples","1_apple","BoyTwoSusanPears","33-33",3,"AOI7","3_oranges","small",81,"","num","boy","","['AOI8', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","2_pears","girl",11.4384833333333,"Click on the boy that has two of Susan's pears","1_pear","","girl","boy",1,"","",1,"[517, 2255, 2756, 3165]",8,"boy","3_bananas",2,"","","","fruit","list3"
"three","","Michael's","Exp","AOI4","","",10,"2_scissors","1_ruler","GirlThreeMichaelRulers","44-22",3,"AOI10","3_rulers","big",81,"","num","girl","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","3_erasers","undefined","3_rulers","girl",11.4384833333333,"Click on the girl that has three of Michael's rulers","1_eraser","","girl","boy",4,"","",30,"[379, 1290, 1600, 1900]",9,"boy","2_pencils",3,"","","","stationeries","list3"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",3,"AOI8","2_apples","big",81,"","four","boy","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","1_orange","undefined","4_bananas","girl",11.4384833333333,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[639, 1708, 2078, 2399]",7,"boy","4_bananas",1,"","","","fruit","list3"
"all","","Susan's","Exp","AOI1","","",7,"3_bananas","1_banana","BoyAllSusanApples","44-22",3,"AOI7","2_oranges","small",81,"","all","boy","","['AOI9', 'AOI10', 'AOI10', 'AOI10']","","","2_apples","undefined","2_apples","girl",11.4384833333333,"Click on the boy that has all of Susan's apples","1_pear","","girl","boy",1,"","",24,"[449, 1428, 2078, 2549]",8,"boy","3_pears",2,"","","","fruit","list3"
"some","","Amy's","Exp","AOI4","","",10,"2_spoons","1_plate","GirlSomeAmyForks","44-22",3,"AOI10","3_forks","big",81,"","some","girl","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","3_plates","undefined","3_forks","girl",11.4384833333333,"Click on the girl that has some of Amy's forks","1_fork","","girl","boy",4,"","",36,"[299, 2008, 2319, 2658]",9,"boy","2_knives",3,"","","","kitchenwares","list3"
"two","","Michael's","Exp","AOI2","","",8,"2_pencils","1_pencil","BoyTwoMichaelScissors","33-33",3,"AOI8","3_erasers","small",81,"","num","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_rulers","undefined","2_scissors","girl",11.4384833333333,"Click on the boy that has two of Michael's scissors","1_scissor","","girl","boy",2,"","",12,"[339, 2219, 2589, 2970]",7,"boy","2_scissors",1,"","","","stationeries","list3"
"all","","Amy's","Exp","AOI3","","",9,"3_plates","1_fork","GirlAllAmyPlates","33-33",3,"AOI9","2_forks","big",81,"","all","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","2_knives","undefined","3_plates","girl",11.4384833333333,"Click on the girl that has all of Amy's plates","1_knife","","girl","boy",3,"","",13,"[2449, 3119, 3599, 3979]",10,"boy","3_spoons",4,"","","","kitchenwares","list3"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",3,"AOI9","3_rulers","small",81,"","one","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","3_pencils","undefined","1_eraser","girl",11.4384833333333,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[354, 688, 1159, 2009]",10,"boy","3_scissors",4,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI2","","",8,"3_oranges","1_orange","BoySomeSusanPears","44-22",3,"AOI8","2_bananas","big",81,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_apples","undefined","3_pears","girl",11.4384833333333,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",2,"","",22,"[1829, 2189, 2599, 3128]",7,"boy","3_pears",1,"","","","fruit","list3"
"all","","Amy's","Exp","AOI1","","",7,"3_forks","1_fork","BoyAllAmySpoons","44-22",3,"AOI7","2_plates","small",81,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",11.4384833333333,"Click on the boy that has all of Amy's spoons","1_knife","","girl","boy",1,"","",32,"[1970, 2366, 2730, 3099]",8,"boy","3_knives",2,"","","","kitchenwares","list3"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",3,"AOI10","4_plates","big",81,"","four","girl","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_knife","undefined","4_plates","girl",11.4384833333333,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[1770, 2130, 2480, 2880]",9,"boy","3_forks",3,"","","","kitchenwares","list3"
"three","","Susan's","Exp","AOI1","","",7,"2_bananas","1_banana","BoyThreeSusanApples","33-33",3,"AOI7","3_pears","big",81,"","num","boy","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","3_apples","girl",11.4384833333333,"Click on the boy that has three of Susan's apples","1_orange","","girl","boy",1,"","",2,"[280, 1639, 1959, 2288]",8,"boy","2_oranges",2,"","","","fruit","list3"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",3,"AOI10","1_pear","small",81,"","one","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_bananas","undefined","1_pear","girl",11.4384833333333,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[282, 1782, 2162, 2572]",9,"boy","3_oranges",3,"","","","fruit","list3"
"two","","Amy's","Exp","AOI1","","",7,"2_forks","1_spoon","BoyTwoAmyPlates","44-22",3,"AOI7","3_knives","small",81,"","num","boy","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_plates","undefined","2_plates","girl",11.4384833333333,"Click on the boy that has two of Amy's plates","1_knife","","girl","boy",1,"","",33,"[19, 2121, 2469, 2898]",8,"boy","3_spoons",2,"","","","kitchenwares","list3"
"three","","Amy's","Exp","AOI3","","",9,"3_forks","1_fork","GirlThreeAmyForks","44-22",3,"AOI9","2_knives","big",81,"","num","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_spoons","undefined","3_forks","girl",11.4384833333333,"Click on the girl that has three of Amy's forks","1_plate","","girl","boy",3,"","",34,"[610, 1410, 1890, 2190]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"four","","Susan's","Filler","AOI3","","",9,"4_oranges","1_banana","GirlFourSusanOranges","44-22",3,"AOI9","1_banana","big",81,"","four","girl","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_pears","undefined","4_oranges","girl",11.4384833333333,"Click on the girl that has four of Susan's oranges","1_apple","","girl","boy",3,"","",45,"[355, 2050, 2410, 2680]",10,"boy","3_apples",4,"","","","fruit","list3"
"four","","Amy's","Filler","AOI3","","",9,"4_knives","1_spoon","GirlFourAmyKnives","44-22",3,"AOI9","2_forks","big",81,"","four","girl","","['AOI7', 'AOI8', 'AOI8', 'AOI8']","","","1_spoon","undefined","4_knives","girl",11.4384833333333,"Click on the girl that has four of Amy's knives","1_plate","","girl","boy",3,"","",46,"[280, 1329, 1749, 2089]",10,"boy","3_plates",4,"","","","kitchenwares","list3"
"some","","Michael's","Exp","AOI2","","",8,"3_erasers","1_pencil","BoySomeMichaelPencils","33-33",3,"AOI8","2_rulers","small",81,"","some","boy","","['AOI8', 'AOI8', 'AOI9', 'AOI9']","","","3_scissors","undefined","2_pencils","girl",11.4384833333333,"Click on the boy that has some of Michael's pencils","1_ruler","","girl","boy",2,"","",7,"[358, 679, 1919, 2309]",7,"boy","2_pencils",1,"","","","stationeries","list3"
"some","","Susan's","Exp","AOI1","","",7,"3_apples","1_apple","BoySomeSusanBananas","44-22",3,"AOI7","2_pears","big",81,"","some","boy","","['AOI9', 'AOI10', 'AOI10', 'AOI10']","","","3_bananas","undefined","3_bananas","girl",11.4384833333333,"Click on the boy that has some of Susan's bananas","1_banana","","girl","boy",1,"","",21,"[419, 1549, 1879, 2229]",8,"boy","2_oranges",2,"","","","fruit","list3"
"all","","Michael's","Exp","AOI4","","",10,"2_rulers","1_ruler","GirlAllMichaelErasers","33-33",3,"AOI10","3_erasers","big",81,"","all","girl","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","3_pencils","undefined","3_erasers","girl",11.4384833333333,"Click on the girl that has all of Michael's erasers","1_scissor","","girl","boy",4,"","",9,"[819, 2408, 2738, 3098]",9,"boy","2_scissors",3,"","","","stationeries","list3"
"three","","Amy's","Exp","AOI3","","",9,"3_spoons","1_fork","GirlThreeAmySpoons","33-33",3,"AOI9","2_plates","big",81,"","num","girl","","['AOI8', 'AOI8', 'AOI9', 'AOI9']","","","2_forks","undefined","3_spoons","girl",11.4384833333333,"Click on the girl that has three of Amy's spoons","1_plate","","girl","boy",3,"","",16,"[390, 1150, 2960, 3326]",10,"boy","3_knives",4,"","","","kitchenwares","list3"
"all","","Susan's","Exp","AOI3","","",9,"3_oranges","1_banana","GirlAllSusanOranges","33-33",3,"AOI9","2_bananas","big",81,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","2_pears","undefined","3_oranges","girl",11.4384833333333,"Click on the girl that has all of Susan's oranges","1_pear","","girl","boy",3,"","",5,"[724, 1463, 1853, 2323]",10,"boy","3_apples",4,"","","","fruit","list3"
"some","","Amy's","Exp","AOI3","","",9,"3_knives","1_spoon","GirlSomeAmyKnives","44-22",3,"AOI9","2_plates","big",81,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_spoons","undefined","3_knives","girl",11.4384833333333,"Click on the girl that has some of Amy's knives","1_knife","","girl","boy",3,"","",35,"[369, 1389, 2409, 4069]",10,"boy","2_forks",4,"","","","kitchenwares","list3"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",82,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI9', 'AOI7', 'AOI7', 'AOI7']","Fruit_residue","some","2_apples","undefined","","girl",6.71096666666667,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list3"
"","2_pears","Susan","Prac","AOI2","pears","BoyAllSusanpears",NA,"3_apples","1_apple","","44-22",NA,"AOI8","2_oranges","",82,"D4_bananas","","","Click on the boy that has all of Susan's pears","['AOI1', 'AOI1', 'AOI2', 'AOI2']","Slience","all","3_bananas","undefined","","girl",6.71096666666667,"","1_banana","D2_oranges","girl","boy",2,"small","all",2,"",NA,"boy","2_pears",1,"D2_pears","boy","Fruit_Susan_Tuesday","fruit","list3"
"","3_erasers","Michael","Prac","AOI3","erasers","GirlAllMichaelerasers",NA,"3_erasers","1_pencil","","33-33",NA,"AOI9","2_rulers","",82,"D3_erasers","","","Click on the girl that has all of Michael's erasers","['AOI9', 'AOI9', 'AOI9', 'AOI9']","Residue_stationary","all","3_scissors","undefined","","girl",6.71096666666667,"","1_ruler","D3_rulers","girl","boy",3,"big","all",3,"",NA,"boy","2_pencils",4,"D3_pencils","girl","Stationary_Michael_Monday","office supplies","list3"
